,name,line
7573,Narrator,(Waves splashing)
7574,Figaro,"Leap through the door, Rutile! Hold your breath!"
7575,Rutile,Okay......!
7576,Narrator,(Growling) (Woosh)
7577,Violet,......! Where are you going......!?
7578,Mithra,"........Argh, no way! I'm going too! I'm taking you guys along with me!"
7579,Snow,Don't get our painting wet!
7580,White,Take care of us!
7581,Mithra,<< Arthim >>!
7582,Violet,Hold up......!
7583,Rutile,......hh......! (It's so cold! I'm underwater...... Which way is up!?) (Dr. Figaro...... Where's Mister Mithra!?) (............! There's something clinging to my feet......!?) (............! Now someone is grabbing my hand!? Are they trying to pull me up!?) (......What do I do! I'm being pulled from both ends......! I'll be torn apart......!) (Ah......The hand grabbing my arm let go......)
7584,Narrator,(Splash)
7585,Rutile,"......Cough......! Cough, cough....."
7586,Figaro,"Are you okay, Rutile!? Mithra, that was Rutile's foot! Hold onto his arm the way I did!"
7587,Mithra,There's no difference...... Thank god..... You're safe......
7588,Rutile,"Cough, cough...... Sorry...... For making you worry...... Cough, cough......"
7589,Figaro,Stop holding Rutile upside-down! His face is underwater......!
7590,Snow,Look.......!
7591,White,It's the Leviathan......!
7592,Narrator,(Growling)
7593,Rutile,............ ......It's gigantic...... ......It's as vast as the rocky mountains in my hometown...... It's like a deity......
7594,Mithra,"Hmm...... It's big, and that's all there is to it."
7595,Violet,"You went out of your way to bring this creature all the way to sea, where its powers can be unleashed at full force...... What could you possibly be thinking?"
7596,Figaro,"There was no other way. I know people who would be sad if that castle was destroyed. Besides, I'm good at swimming too."
7597,Mithra,"Me too. I was raised by the lake, you see."
7598,Figaro,Then shall we go for a swim?
7599,Violet,"Onwards, Lord of the Seas......!"
7600,Mithra,<< Arthim >>
7601,Figaro,<< Possideo >>
7602,Arthur,I wonder if the Sage is all right......
7603,Faust,They wouldn't have taken him away if they planned on killing him.
7604,Lennox,But who could have taken the Sage? If they have the power to transform the castle in an instant......
7605,Faust,"Shylock mentioned that it was someone who held a grudge towards Murr, but...... Oz, can you sense the others?"
7606,Oz,............ I cannot tell.
7607,Lennox,"If only the Sage were here, then Sir Oz would be able to use his magic......."
7608,Arthur,"He can't help his injury from the < Great Catastrophe >. Sir Oz, please take care to not chant your spell out of your usual habit. You'll grow sleepy if you try to use your magic. And if you hit your head, you will get hurt."
7609,Oz,Got it.
7610,Arthur,Please take this sword in case anything happens.
7611,Oz,......Are you expecting me to swing a sword?
7612,Arthur,"Yes. I'm sure you'll look cool wielding a sword, Sir Oz!"
7613,Oz,I see......
7614,Faust,"The opposite goes for you, Lennox. You have a habit of moving your body first, but..... Since Oz cannot use magic right now, I'll need you to support my attacks with magic."
7615,Lennox,Yes.....
7616,Faust,You don't think you can do it?
7617,Lennox,"No, I can."
7618,Faust,Yah!
7619,Lennox,Hah!
7620,Narrator,(Punch)
7621,Faust,See? You stopped me with your fist. Utter your spell before moving your hands.
7622,Lennox,"..... Yes, sir."
7623,Faust,Yah!
7624,Lennox,Hah!
7625,Faust,.........
7626,Lennox,<< Forsettao Meiuvat >> !
7627,Faust,Yes. That's what I'm talking about.
7628,Lennox,.....Old habits die hard.....
7629,Oz,"I agree...... A sword, huh......"
7630,Arthur,I'd be happy to teach you if you'll have me. Though I'm not as proficient as Cain is.
7631,Narrator,(Crash)
7632,Faust,......! The briars! They're attacking!
7633,Arthur,<< Pernoctant Nixzo >>!
7634,Faust,<< Satillquinart Mullcreed >>
7635,Oz,<< Vox Nox >> Zz......
7636,Arthur,Sir Oz!!
7637,Lennox,Hah.....!
7638,Narrator,(Thump)
7639,Faust,Leno!
7640,Lennox,"Ah, shoot!"
7641,Arthur,......These briars won't stop attacking us...... Where on earth could the Sage be!?
7642,Akira,............ Where am I......? ......Did I fall asleep somewhere......?
7643,Narrator,(Flashback)
7644,Cain,"Oops, sorry for waking you up. Did you have interesting dreams?"
7645,Akira,"It feels like I did, but I can't quite say...... Ahaha. I've forgotten."
7646,Cain,I get that feeling. You forget your dreams the moment you wake up.
7647,Narrator,(Car horn blaring)
7648,Akira,......Huh? This is......
7649,Narrator,(Meowing)
7650,Akira,"Ah, a cat's meow...... What was I doing? ......I can't remember...... ......Even though I didn't want to forget......"
7651,Murr,"But somewhere in your heart, you think, ""Oh well. Nothing I can do about it."" Right?"
7652,Akira,......Who are you......?
7653,Murr,"I'm your cat! The heart is all about survival of the fittest, after all. It's an environment where weak emotions are consumed by powerful ones. Like a good, understanding child, you will swallow a cup filled to the brim with tragedy, without leaving a single drop. If forcing your opinion upon others will cause them trouble, you would rather suffer the wounds yourself. Oh, gentle spirit. In order to be with others - or, in order to be all alone..... You slowly and gradually yielded every piece of yourself, wearing down your very soul. Even though you had every right to protect your own soul."
7654,Akira,...I......
7655,Murr,Did nobody tell you that? That you yourself are one and only? That nobody can replace you?
7656,Narrator,(Car horn blaring)
7657,Talia,Say it again......
7658,Murr,Nobody can replace you.
7659,Talia,......Murr......
7660,Murr,"Tell me your story, Talia. A tale that belongs only to you."
7661,Narrator,(End flashback)
7662,Akira,............! This is......
7663,"I open my eyes, and find myself in a mysterious dimension","a pure black realm of space, with swirling flowers of light dancing before my eyes."
7664,Obsius,I see you're awake.
7665,Akira,You are......!
7666,Narrator,Standing in front of me is - the man in the black silk hat I met in the Central marketplace.
7667,Obsius,"We met at the marketplace, Sage from a different world. It makes you feel good, doesn't it? A heretic like you being revered by a bunch of fools."
7668,Akira,......I......
7669,Obsius,My name is Obsius. You shall stay here and watch as the castle of briars is resurrected.
7670,Akira,............ .........Are you the one who did all of this to Granvelle Castle......? Why......? You said you would show me your completed puppet show......
7671,Obsius,The performance is underway as we speak. Take a look through the rose windows.
7672,Narrator,"Obsius points at the glowing flower patterns, and I strain my eyes in the direction of what he called the rose windows. Beyond the disparate flower patterns, I catch sight of the Sage's wizards. Cain and Owen beating back the briars as they attempt to break into the castle...... Chloe and Rustica flying in the air close by... Above the seas, I see Rutile and Mithra face to face with a giant monster. And Figaro and the twins with them. I see Arthur and Oz, as well as Faust and Lennox in the castle hall. In the labyrinthine courtyard, Shino battles a bovine monster...... As the figures of Heath, Mitile and Riquet race desperately through the maze. A giant bird flies dizzying circles in the night sky, with Nero and Bradley on its heel. Joined by Murr and Shylock, all giving chase on their brooms."
7673,Akira,......Everyone......!
7674,Obsius,"Now, Talia. Accept the sacrifices I offer to you. Hurry! Wake up, and show yourself to me!"
7675,Narrator,"The man named Obsius laughs, a distorted sound that resounds in space. With my limbs still entangled in briars, I -....... I can do nothing but hold my breath and watch over the scenes unfolding beyond the rose windows."
7676,Figaro,<< Possideo >>
7677,Narrator,"Figaro chants his spell, whipping up a tornado over the expanse of sea. The maelstrom whirls in dizzying circles, lengthening into a giant pillar that links the sea and the sky together. Standing amidst the stripping wind, Figaro smiles, the portrait of a languid sea god. He narrows his eyes - a disquieting yet beautiful mixture of harvest time hazel and overcast tempest grey - and lifts his orb. And the giant tornado charges straight towards the Leviathan with towering force. With the skies and seas churning around him, Figaro raises his palm like a doctor preparing for surgery and lightly crooks a finger in invitation."
7678,Figaro,"Come, Mithra. We're attacking from both flanks."
7679,Narrator,"Figaro casts a glance beyond the Leviathan between them, to Mithra standing on the opposite side of the seas."
7680,Mithra,Don't order me around.
7681,Narrator,"Mithra grumbles unamusedly at Figaro's words. But in response, he plunges into the sea, one hand cradling his magical skull. The Leviathan, too, dives beneath the sea, trying to escape the giant maelstrom."
7682,Narrator,(Splash)
7683,Narrator,"Mithra sinks to the bottom of the dark sea, countless glittering bubbles clinging to him like flurried snow. He relaxes his grip, and for a split moment, his skull floats weightlessly in the water. Before transforming into a gigantic head of death, its gaping jaws thrown wide open in the roar of a feral beast. Mithra utters a single soundless word."
7684,Mithra,<< Arthim >>
7685,Narrator,"In the next instant, frozen rays of blue flame shoot out from the skull's open mouth. With staggering speed, the flames freeze the seawater white in their wake and extend into a drill of ice. Heading directly for the Leviathan's belly. Caught up in the giant maelstrom, the Leviathan should have been pierced straight through by the pillar of ice. Instead, it suddenly disappears. I stand aghast at the sight of such a giant creature disappearing in a blink."
7686,Figaro,Oh my. It teleported to another body of water.
7687,Narrator,"With the Leviathan gone, the giant tornado and the pillar of ice collide violently, spraying seawater with a thunderous roar."
7688,Figaro,".....Mithra......! Stop it, you're going to run me through!"
7689,Mithra,......Guh......! That's my line! I almost got sucked into the tornado!
7690,Rutile,Are the both of you all right!? Where did Levi go......?
7691,Snow in the portrait,"It teleported to a different body of water. Until we trap it within a magic circle, it will continue to freely move through space."
7692,White in the portrait,"It might have returned to Granvelle Castle. Mithra, hurry and make a door-......"
7693,Figaro,"No, it will return here. Just as that girl said, it's more advantageous for Levi to be close to the sea. We'll put an end to it here, so it won't get in our way a second time."
7694,White in the portrait,I see. But are you okay with everything you just did? Figaro.
7695,Figaro,What do you mean? ............ Ah......!
7696,Rutile,Dr. Figaro......... You're as strong as Mister Mithra. You're incredible......!
7697,Figaro,Um......
7698,Mithra,No way. I'm definitely way stronger.
7699,Figaro,"Yeah, that's right. He's totally way way stronger."
7700,Mithra,I thought this was your hobby? So Rutile and Mitile are playing along with your game. Even at a time like this.
7701,Figaro,............
7702,Rutile,"Hobby......? What do you mean, a game....?"
7703,Figaro,......Well......
7704,Narrator,(Roar)
7705,Mithra,............!
7706,Snow in the portrait,The Leviathan came back!
7707,White in the portrait,So did that girl!
7708,Violet,<< Volo Habere >>
7709,Snow & White in the portrait,<< Noscommia >>
7710,Figaro,"......We have to draw a magic circle and trap the Leviathan in it. Otherwise it'll keep transporting itself back and forth. Ah, I left the tools I needed for the ceremony back at Granvelle Castle. And I didn't even finish collecting everything we needed......"
7711,Rutile,Dr. Figaro!
7712,Figaro,"Rutile, stand back!"
7713,Rutile,"Sorry! This might be a bad time to say this, but I just wanted to tell you! We'll play any game you want, Dr. Figaro!"
7714,Figaro,............
7715,Rutile,"We'll play any game with you, at any time! If it's what you want to do, Dr. Figaro! Because you're our savior, Dr. Figaro - and we love you!"
7716,Figaro,......Rutile......
7717,Snow in the portrait,"A hobby? Don't be silly, you fool. Is the game playing god? Or is it playing the plebian?"
7718,White in the portrait,"Come now, Snow."
7719,Snow in the portrait,"It's something far more earnest, isn't it?"
7720,Figaro,............
7721,Snow in the portrait,"Rutile. Figaro borrowed Oz's blood as a medium just for tonight. I taught you how a wizard's blood, hair, fingernails or bones can act as mediums, right?"
7722,Rutile,"Ah, so that's it! Dr. Figaro! That's why you could conjure that tornado!"
7723,Figaro,............ That's right! So you can just leave it all to Dr. Figaro tonight!
7724,Rutile,Wow~! You're so cool~!
7725,Mithra,I'm definitely way cooler though.
7726,White in the portrait,"Ohoho. That was devastatingly sweet, Snow."
7727,Snow in the portrait,Ohoho. Sometimes I have to show my teacherly side. Well then. How will the girls who actually do draw on Oz's blood as a medium show their hand......
7728,Violet,I shall turn you into a stone and sink you into the depths of the sea. << Volo Habere >>
7729,Mithra,Listen...... I won't let you escape a second time. I'll turn you into a skewer and eat you.
7730,Akira,"......hh, Guh......"
7731,Obsius,Cease your useless resistance. Those briars will not release you.
7732,Akira,"............. (I have to escape somehow...... I have to let everyone know that the mastermind is here......) (......Huh......?) (......What's with that spot...... A purple shard in that dark corner......) (A glowing bug......? A petal......? No, it's a stone...... It's spinning around like a comet.) (The glow of that purple sapphire feels familiar......)"
7733,Narrator,"Meanwhile, in the skies above Granvelle Castle...... The wizards chase after the young girl astride the Basilisk."
7734,Shylock,<< Invibelle >>
7735,Cyan,......This fog...... I can't see the way ahead......
7736,Narrator,(Low growling)
7737,Cyan,"Don't be scared, it's going to be fine......"
7738,Bradley,You sure about that?
7739,Cyan,............!
7740,Bradley,<< Adnopotensum >>!
7741,Cyan,"He struck the wing..... Oh no, you have to fly properly......"
7742,Murr,Where are you going? Are we playing tag?
7743,Cyan,............
7744,Murr,Ahaha! Wait up!
7745,Cyan,Hah...... hah.......!
7746,Nero,"You look pale, Cyan."
7747,Cyan,......! Nero......
7748,Nero,Give in already. You can tell these guys are a bunch of skilled veterans. You can't win.
7749,Cyan,...... << Volo Habere >>
7750,Nero,You're not going to listen. huh...... << Adnodus Omnis >>
7751,Cyan,Ahh......!
7752,Nero,It won't just be your dress the next time: I'll pierce your body with these knives.
7753,Bradley,Nero! Stop beating around the bush!
7754,Nero,Brad......
7755,Bradley,Get onto the Basilisk's back! I'll divert its attention!
7756,Nero,......Got it!
7757,Bradley,"Shylock, I'm counting on you to cover us!"
7758,Shylock,"Gladly. In return, please do not make Nero harm the girl."
7759,Bradley,That's an odd bargain.
7760,Shylock,"Nero is a kind person. If he hurts that girl, it'll eat away at him for a hundred, even two hundred years. His midnight sighs may be tastefully secretive, but I don't particularly wish for them to increase in number."
7761,Bradley,You're perceptive too. I can see why Bennett Bar is so popular in the Town of Nectar.
7762,Shylock,Please drop by for a leisurely evening next time.
7763,Bradley,"You bet I will. I'll kill her myself if it comes down to it. Besides, that girl isn't flesh and blood."
7764,Shylock,Hmm?
7765,Murr,Nero landed on the Basilisk's back!
7766,Nero,"......Whoa...... Stay still! .....All right, buddy. I'll make you behave like a good boy."
7767,Cyan,Return the Basilisk to me......! << Volo Habere >>
7768,Nero,............!
7769,Murr,"Nero, duck! << Eanul Rambul >>!"
7770,Cyan,......My attack got deflected......!
7771,Nero,......I owe you one!
7772,Murr,You're welcome!
7773,Narrator,(Woosh)
7774,Nero,Murr! Don't fly behind its back! You'll be sprayed with acid if you provoke the snake end of the Basilisk!
7775,Murr,I did it on purpose!
7776,Nero,Hah!? But why!? Is this some other sophisticated Western pastime!?
7777,Murr,Sophisticated Western pastime?
7778,Nero,"Yeah, the whole ""it's the best and the worst"" thing......"
7779,Murr,That's Shylock's thing!
7780,Shylock,Oh dear. Don't expose me like that.
7781,Bradley,Ahaha! You've got good taste! So you mean a man like me?
7782,Nero,Bold assumption. So what's your answer? Why did you go looking to get sprayed in acid......
7783,Murr,Ta~da~! Have a look below!
7784,Nero,"............! The snake's acid is melting the briars surrounding the castle! Nice, Murr! Good find!"
7785,Murr,Ya~y! Good find!
7786,Nero,Brad! Lead the Basilisk to the skies above the castle!
7787,Bradley,"Got it! Follow me, you giant bird!"
7788,Narrator,"In the courtyard, Shino fights the Minotaur. A monster with a bulky, massive frame - even larger than a stable. The head of a bull tops off its hulking body; it commands an axe of horrific proportions. Despite its fierce movements, the Minotaur's eyes harbor a silent darkness devoid of emotion."
7789,Shino,Hmph.... You remind me of my old self.
7790,Narrator,"Shino dashes through the dark midnight garden that has transformed into a labyrinth. I thought he was fleeing the Minotaur. But I was wrong. He turns a corner and hides himself in the Minotaur's blind spot, ready to launch an attack on the monster when it reaches him."
7791,Shino,<< Matztzāh Sudipas >>
7792,Narrator,(Clash) (Roar)
7793,Narrator,"Shino's scythe strikes the Minotaur's neck, right on target. Any normal beast would've had its head flying in an instant. But...."
7794,Shino,......Dammit......!
7795,Narrator,"The scythe only scratches the Minotaur's hide; it stands unharmed. Using the centrifugal force of his scythe, Shino spins through the air like a wheel before hitting the ground. And then he runs through the labyrinth once more. He hides amidst the roots and the trees and waits for his next opportunity to strike. Shino is out of breath, but he remains as composed as a hunter laying his traps. If he manages to slowly and keenly chip away at the Minotaur's stamina, bit by bit, maybe he has a shot at winning this battle. -But the very next moment, tragedy strikes."
7796,Narrator,(Roar)
7797,Shino,...........!
7798,Maybe the Minotaur sensed where Shino was,"it slices away the entire corner of the maze where he'd hidden with a heavy blow of its axe. Shino manages to dodge the attack, but it takes him a second to get back on his feet."
7799,Shino,<< Matztzāh Sudipas >> .......!
7800,Narrator,The Minotaur swings its axe and slices Shino's body right down the front.
7801,Shino,.....Uugh.....
7802,Narrator,(Crash)
7803,Narrator,"And then, in one sweeping sideways motion, the Minotaur tosses Shino several meters into the distance. As Shino struggles to rise to his feet, the monster stampedes towards him with thundering footsteps. I scream. Even though I know my voice won't reach him."
7804,Akira,Shino! Run......!
7805,Obsius,"It's pointless. There is no escaping the Minotaur, the greatest warrior on earth."
7806,Akira,.....What do you hope to accomplish with all this!?
7807,Obsius,I want to reunite with my dearest wife.
7808,Akira,Wife.....?
7809,Obsius,"The briar witch, Talia. The pitiful witch who was cursed for attempting forbidden magic, only to fail and be possessed by the briars in return. Against her will, briars would appear and lash out at all those who dared approach her. And thus, ashamed of her cursed existence, Talia hid herself away in an ancient castle. That was where we met each other. My puppet show was a salve to her lonely heart, her smile the very same to my loneliness. We were meant to live happily ever after, free from this meaningless world and its foolish masses. ......And yet that man incited Talia into destroying herself!"
7810,Akira,......That man......?
7811,Obsius,"The genius of the ages, the philosopher Murr, known for his brilliance! He stole my wife's heart away from me, used her to further his own research, and cast her aside once he was done using her. Unwittingly, Talia was tricked into weaving roses to create a pathway to the moon! She lost herself, weaving away in the ancient castle, and in the end...... She became one with the castle of briars......"
7812,Akira,Became one with the castle......?
7813,Obsius,It's all that man's fault! The great philosopher Murr destroyed my wife and our love for each other!
7814,Akira,"No way...... Murr wouldn't do something like...... ............. (......The current, innocent Murr might not, but the Murr before his soul shattered, I couldn't say for sure......) ......Even if that were the case...... He wouldn't have gotten innocent people involved......."
7815,Narrator,"Laughter rings out from the darkness. The sweet, insolent, charismatic laughter of a voice accustomed to mockery. A strong light glows from the purple sapphire shard. And that bewitching purple light coalesces into a person."
7816,???,"How cruel of you, Sir Sage. I know that one of the many me's out there explained to you..."
7817,Obsius,......! You....
7818,Murr,The one I love is the < Great Catastrophe >. The beautiful moon alone.
7819,Narrator,"The man with a face identical to Murr's takes a bow, so gracious that he seems to be feigning politeness. Then, he smiles at me."
7820,Murr,It's a pleasure to meet you. My name is Murr Hart. Please call me Murr - Sir Sage.
7821,Riquet,......The castle courtyard is like a maze now.
7822,Mitile,"It wasn't like this earlier..... Ah, Mister Heathcliff, come this way.... Are you okay? Are you tired?"
7823,Heathcliff,....I'm all right. Thank you for looking out for me.
7824,Mitile,Not at all.
7825,Heathcliff,But.....
7826,Riquet,"What's wrong, Heathcliff?"
7827,Heathcliff,.....I'm sorry. But could you two escape alone?
7828,Mitile,Mister Heathcliff.....
7829,Heathcliff,"I can't leave Shino on his own. He was putting on a show, pretending he had everything under control, but I know..... That if he thought he could win, he would want me to be there so I could witness it. He wouldn't let me escape like this."
7830,Mitile,....Mister Shino said he would definitely catch up. We should believe in him.
7831,Heathcliff,I've made a promise with Shino.
7832,Riquet,A promise?
7833,Mitile,"But wizards aren't supposed to make promises....? Because if we break our promises, we can't use magic anymore."
7834,Riquet,"It must have been a promise you made with great conviction. ....Right, Heathcliff?"
7835,Heathcliff,"....Not at all. We were just swindled by our master, and..... We made it without understanding a thing. Our promise was to protect each other. That's why.... I need to protect Shino. I still don't know how to face the question that Mister Faust posed to me - I still don't know if my heart is ready for me to be his master, but..... But.... I have to go. I'm sorry."
7836,Mitile,............
7837,Riquet,"What's wrong, Mitile? ....You look pale....."
7838,Mitile,.....Mister Heathcliff. Mister Shino actually asked me to.....
7839,Heathcliff,To what....?
7840,Mitile,"He said that we couldn't beat the Minotaur. So he asked me to take care of you and run, Mister Heathcliff."
7841,Heathcliff,....Wh...... .......I can't believe him......! Now I'm seriously pissed off......!!
7842,Mitile,"P-please don't get mad at him!! Mister Shino was doing it for you, Mister Heathcliff....."
7843,Heathcliff,"I know, but.....!"
7844,Riquet,"Why didn't you tell us, Mitile?"
7845,Mitile,"I did sort of bend to Mister Shino's overwhelming willpower, but.... I was also happy. Because he acknowledged me as a capable, proper wizard. Nobody else treats me like that.... But he said he was counting on me. That's why.... I was so happy......"
7846,Heathcliff,".......... Going by that logic, it means he doesn't trust me."
7847,Mitile,"I-I guess, I guess you could say that, but...... .....Did I make you mad?"
7848,Heathcliff,"I'm not angry at you, Mitile."
7849,Riquet,"But your hands are shaking, Heathcliff....."
7850,Heathcliff,I've never been this mad - I'm so mad that I feel like I could pass out. I don't care about the Minotaur.
7851,Mitile,Y-you're so reliable.
7852,Riquet,"I will pray so that you can feel at peace, Heathcliff."
7853,Heathcliff,I'm heading back to Shino. What will you two...
7854,Riquet,"We'll follow you. As a disciple of God, and as a Sage's wizard, I cannot just sit aside idly as my friend is exposed to danger. Plus, there's a little something that I want to try out!"
7855,Mitile,"Wait, does that mean.... You have the comet tears with you right now?"
7856,Riquet,Yes! Let's see what it does!
7857,Heathcliff,"All right.... If anything happens, you two should run away."
7858,Mitile & Riquet,I won't run away!
7859,Heathcliff,Then your job is to be messengers. I want you two to call for help to make sure we don't die.
7860,Riquet,"Well, if that's the case...."
7861,Mitile,All right. I accept that job.
7862,Heathcliff,Thank you. << Repsevaivulp Sonus >>
7863,Narrator,(Woosh)
7864,Mitile,"Woah, the wind cut straight through.....!"
7865,Riquet,"It created a path straight across the garden, blowing away all the hedges and the plants....!"
7866,Heathcliff,All right. We're clear. Let's go.
7867,Riquet,....He's surprisingly bold.
7868,Mitile,.....He really is a Blanchett - the strongest military family in Eastern Country.
7869,Narrator,"The brilliant scholar Murr, whose soul shattered when he got too close to the secret of the moon. His friend, Shylock, is gathering the shards of Murr's soul in an attempt to restore him, but.... Under the influence of the < Great Catastrophe >, the shards scattered about the world gain physical form from time to time."
7870,Obsius,Why are you here....!?
7871,Murr,Who knows? Perhaps the moon was being mischievous - or perhaps Talia's lonely soul drew me close.
7872,Obsius,.......
7873,Obsius's face twists into an expression that even I can read clearly,"jealousy. Murr coolly tilts his head, his neatly trimmed hair swaying to one side."
7874,Murr,"In any case, it is quite cozy here. I suppose this could be taken as a risque joke, but we are essentially within her body."
7875,Akira,What do you mean? He mentioned earlier that she became one with the castle of briars...
7876,Murr,The briar witch Talia is the ancient castle of roses. She became what she wished to be.
7877,Obsius,"You're wrong! You broke her heart when you cast her aside, and she was possessed by delusions! Why else would anyone wish to become one with an antiquated castle!?"
7878,Narrator,"Obsius glares at Murr, his eyes full of loathing. Murr laughs without even bothering to hide his arrogant look of surprise."
7879,Murr,"Amazing. You really never listened to a single word Talia said. She may not look the way you wish she did, but that does not mean that she is unfortunate."
7880,Obsius,"Silence....! You freakish moon-obsessed charlatan....! You are catastrophe itself! I never listened to her, you say!? I was the one who thought of her, more than anyone else! I visited her - an outcast! - and performed my puppet shows to soothe her loneliness! Because I alone understood her! But then you showed up, and Talia grew infatuated with you, and....."
7881,Narrator,"Murr ignores Obsius, whose voice has risen to a yell, and crosses his legs next to me. He peers into my face with a smile, surprisingly innocent for a soul shard Murr. His expression is filled with fondness for his old friend."
7882,Murr,Sir Sage. Talia was a fascinating girl. She was trying to go to the moon.
7883,Akira,The moon?
7884,Murr,"That's right. She wished to land on the surface of that sparkling moon so that the castle of briars could take root. An ancient castle of roses standing in a world of gold. That was her dream, and she continues dreaming to this day. She dreamed, and dreamed, and dreamed again, until her hair became rose ivy; her hands, castle walls; and her legs, castle gates. And like a ghost ship, she wanders between dimensions, waiting for the day that her dream will come true."
7885,Arthur,"<< Pernoctant Nixzo >>! .....It's not working...... We're surrounded by briars, and the exit to the courtyard is sealed off. Blasting holes in the ceiling and the ground didn't help either......"
7886,Faust,"I know this is a dire situation, but I'm amazed by how enthusiastic you are about blasting holes in the castle's reception hall."
7887,Arthur,Anything to save the Sage and everyone else. I'm sure the first King Alec will understand.
7888,Lennox,............
7889,Faust,Don't look at me.
7890,Lennox,I apologize.
7891,Oz,"......I tried to summon Figaro and the twins, but I simply fell asleep, to no avail."
7892,Arthur,"You said you couldn't reach Cain or Riquet either, right?"
7893,Faust,Are your powers being suppressed?
7894,Oz,"This situation is abnormal. Right now, the castle resembles a human that has been possessed by a dead soul."
7895,Arthur,What do you mean?
7896,Oz,"...... A ghost ship does not exist, but it is still possible for humans to board that ship. And once they do, it is also possible for them to disappear along with it."
7897,Arthur,Yes.
7898,Oz,It is the same thing.
7899,Arthur,"............ The same thing...... Oh, I understand now!"
7900,Faust,......You got it from that explanation?
7901,Lennox,I had no idea what he was getting at...... Central really has excellent students.
7902,Arthur,"In other words, Granvelle Castle has been possessed by a spectral castle."
7903,Oz,"Yes. Like the temples of the original spirits, it originally existed in a world without real form."
7904,Faust,I see...... But why would something like this happen? Granvelle Castle has not committed such grave sins that it would warrant a castle of dead souls possessing it.
7905,Oz,"Someone cast a forbidden curse upon it. They made a promise to offer holy sacrifices to the beasts of the sky, sea, and land."
7906,Lennox,A promise......
7907,Arthur,Sacrifices..... You mean the people sleeping in this castle? I won't let that happen! I'll rouse the castle's inhabitants from their sleep!
7908,Faust,"I agree with Arthur. Those who have fallen to slumber have committed no crimes. ......Besides, I'm worried about Shino and the rest of them."
7909,Lennox,I'm worried about Mitile and the others too. I hope they're all safe......
7910,Arthur,............! I sense someone......!
7911,Aureolin,How dare you intrude upon Father and Mother's grief! I'll be your opponent!
7912,Faust,The blonde girl..... You must be the witch that Cain mentioned.
7913,Arthur,You look like..... The witch who turned to stone on the balcony......
7914,Faust,The witch who turned to stone on the balcony?
7915,Arthur,Yes...... She arrived on the brink of death in the form of a bird. She asked me to take revenge for her sister who was killed by Obsius......
7916,Aureolin,......Obsius? That's my father. He would not kill an innocent witch.
7917,Arthur,You resemble that girl. But...... I also sense Sir Oz's air about you.
7918,Faust,"I sense it too, faintly. Is she related to you by blood?"
7919,Oz,She was created using my blood as a medium.
7920,Arthur,Created?
7921,Oz,That is a puppet.
7922,Arthur,A puppet? This girl?
7923,Aureolin,.....Did you just call me a puppet? Preposterous!
7924,Faust,.......I have to agree with her. I can't believe that she's a puppet; I sense blood flowing through her.
7925,Oz,She is drawing on my blood as a medium. The person who molded her must possess formidable power. They killed witches from each country and harvested their mana stones. They used them to create sacrifices in the images favored by the beasts in order to control them.
7926,Aureolin,Sacrifices?
7927,Oz,Yes. You are the sacrifices for the beasts.
7928,Aureolin,Wh-......
7929,Oz,You will be consumed.
7930,Owen,<< Cure Memimi >>
7931,Narrator,(Roar)
7932,Scarlet,............!! << Volo Habere >>
7933,Cain,<< Gladius Procella >>! ............ ! I'm getting the hang of it.....!
7934,Owen,Hmph. Good for you.
7935,Cain,Yeah! It's all thanks to your advice!
7936,Owen,Haha...... Idiot. I didn't give any advice.
7937,Cain,"Even so, I'm grateful to you. If I keep this up, I can break through!"
7938,Owen,Do as you please.
7939,Cain,"Wait for me, Akira, Arthur!"
7940,Scarlet,...... I won't let you advance further!
7941,Owen,I'm your opponent. << Cuare Morito >>
7942,Scarlet,<< Volo Habe.... >>
7943,Narrator,(Roar)
7944,Scarlet,......Aaahhh......!
7945,Owen,What should I do with you? I'm not as kind as Sir Knight is. Shall I cut you into three and feed each piece to one of Cerberus' heads?
7946,Scarlet,"Well, if you're going to eat me anyway, you wouldn't mind letting me into your stomach, right? << Volo Habere >>!"
7947,Owen,"............ Tsk......! You pesky bastard! You almost blasted a hole through my stomach. You only scratched me, but...... These are rose briars...... ......Briars...... .............. A thorny, dark place...... ............"
7948,Scarlet,Ohoho! I'll turn you into a skewer this time! << Volo Habere >> !
7949,Owen,............
7950,Cain,"Owen, watch out......!"
7951,Narrator,(Footsteps) (Clash)
7952,Owen,............
7953,Cain,"......Are you okay, Owen!? What's wrong with you, spacing out like that!"
7954,Owen,......Ah......
7955,Cain,Owen!? Did you get hit!? Pull yourself together!
7956,Owen,......Sir Knight......
7957,Cain,......That expression...... Don't tell me you're...... The injured Owen......!?
7958,Owen,Sir Knight...... Where are we? I'm scared......
7959,Cain,"......No way...... Not now...... Owen...... Owen! Can you come back? Please, Owen......"
7960,Owen,Come back? From where...... ?
7961,Cain,"I guess not, huh...... Um......"
7962,Scarlet,"Ohoho! What a beautiful friendship you have, looking out for each other......!"
7963,Owen,............! A scary person.......!
7964,Scarlet,Huh? You're plenty scary yourself!
7965,Owen,......She yelled at me...... Sir Knight......
7966,Cain,Hang on a moment. Um...... Let's try to sort this out.
7967,Owen,Let's sort it out......
7968,Cain,"Owen, you can't use magic, right?"
7969,Owen,Right......
7970,Scarlet,Huh? What an outrageous falsehood! You just set those vicious howling dogs on me!
