name,line
Owen,Nicholas said I was a wizard.
Cain,Nicholas...... Do you remember what you guys talked about? Why did he fall?
Owen,Um...... Because the town was destroyed.
Cain,Because the town was destroyed......?
Narrator,Owen smiles brightly and gives a tiny nod.
Cain,Can you give me some details?
Owen,Um...... Will you be proud of me if I remember?
Cain,"Of course, of course. You got this."
Narrator,Even Cain's flippant praise makes Owen happy.
Owen,"Um...... Nicholas wanted to become a wizard. The wizards are keeping it a secret, but if the moon falls, everyone can become a wizard. That's why, it's better to accept the moon, instead of pushing it away...... That's what he was told."
Akira,Who told him that......?
Owen,Nova.
Akira,Nova......
Owen,"He helped with Nova's ritual, and that's what messed up the town. He said, ""It's my fault, I can't do this anymore, I'm going to take responsibility and leap from here,"" and then he leapt."
Heathcliff,Take responsibility...... So that really was a suicide attempt?
Shino,"Well, if you helped summon the < Great Catastrophe > and it ended up wrecking the whole world, I guess it would make you wanna die."
Akira,"So Owen really never manipulated his heart...... If this was the Owen who was with Mister Nicholas back then, I can't imagine that he would've been capable of anything like that."
Shino,So is this happening to Owen because of his bizarre injury from the < Great Catastrophe >?
Heathcliff,"Most likely...... I can't believe Owen, who's like the embodiment of evil and fear, turned into this......"
Shino,Isn't he better this way......?
Heathcliff,You're right......
Cain,"No, I prefer him as he usually is. This just makes things hard for me......"
Owen,"Sir Knight, I remembered."
Cain,"I'm so proud of you! I'm proud of you, and I'd also like you to remember a few more things. Who's Nova? What kind of guy is he?"
Owen,Um......
Cain,Did Nicholas say anything?
Owen,............
Narrator,"Owen's expression suddenly freezes. It's a face that I've seen before: he's frozen, as if at a loss. Cain is so focused on talking that he doesn't seem to realize."
Cain,"Come on, Owen. Do your best, and try to remember. If you do, I'll praise you with my whole heart!"
Owen,Oh......
Narrator,Owen sneers and grabs Cain's chin.
Cain,............!
Owen,What are you going to praise me for? Sir Knight.
Cain,This guy......
Akira,Owen......!
Narrator,"The usual Owen stands there, grinning as coldly as always. He looks around the room and begins to form a sentence. But at that moment, the door opens."
Snow,Sage!
White,"Sage, we figured it out! The identity of the Umbra Volans!"
Heathcliff,"Sir Snow, Sir White."
Snow,"Oh, Owen. I didn't realize you came back to the magic headquarters."
Owen,............
Narrator,"After a beat, Owen smiles leisurely."
Owen,I can come back whenever I want.
Cain,"Stop putting up a front. If this is the same as when Nicholas fell, you shouldn't remember anything about what happened just now."
Owen,"......What do you mean, just now?"
Cain,You were really attached to me.
Shino,You let me do your eyedrops.
Heathcliff,You wanted us to praise you......
Snow,My goodness...... So Owen's bizarre injury completely changes his personality?
White,Or perhaps it's his original.......
Owen,Don't be ridiculous. At least come up with something better.
Cain,"What about this damp, dark place?"
Owen,............
Cain,You said there was a picture book. Where a knight saves people who are in trouble......
Owen,I have no clue what you're talking about.
Snow,"Where are you going, Owen!"
White,We need your cooperation! Something horrible is about to happen!
Owen,Then there's really no reason for me to help. Because I love horrible things.
Narrator,"Owen lifts his chin, a bone-chilling smile on his face."
Owen,"The whole world should fall into madness - screaming, blood, and fear."
Cain,Owen......!
Narrator,"And like smoke, Owen vanishes."
Cain,Dammit...... We were so close......
Heathcliff,But we got some really important clues out of him. We should be able to figure out what's going on once we interrogate Nicholas.
Shino,"Snow, White. What about the identity of the Umbra Volans?"
Snow,< The Omen of Umbra Volans >.
Shino,The Omen......?
White,A spell that was sealed away in ancient times...... The Festival of the City of the Dead.
Snow,"It is a large-scale summoning spell where the dead of the lost city are brought back to life, and every living being is offered up as fodder for their revival."
White,< The Omen of Umbra Volans > is the bird that symbolizes the beginning of this festival.
Snow,Judging from the time it appeared - the dead should begin coming back to life tonight.
Cain,......Oh god...... But wasn't the ritual performed at the Lunar Eclipse Palace supposed to summon the moon?
Snow,"They offered old human bones instead of living sacrifices, right? That's why the ritual transformed."
White,Nicholas is a military man; his job is to protect the people. I suppose even he could not gather living humans.
Heathcliff,"But according to the Western wizards, the same kind of ritual was conducted all over the world......"
Shino,"Some of them must've actually used living humans. This Nova guy might have guided them from the shadows. Snow, White. How do we stop this Festival of the City of the Dead?"
Snow,Look for the moonstone that was used as the medium.
White,"Unless we purify the moonstone, the Umbra Volans will materialize, and the dead will start to come back to life."
Shino,This is a great opportunity to make a name for myself. I'm headed to the capital.
Cain,I'll go too. I need to report this to Prince Arthur.
Heathcliff,"I'll join you. What will you do, Sir Snow and Sir White?"
Snow,"Dusk is approaching. Once the sun has set, Oz cannot use magic."
White,"Owen isn't around, so we need to secure Mithra's assistance. Sage, do help us convince him."
Akira,I understand.
Snow,"Thank you. Mithra has been very irritable lately, you see."
White,It must be due to sleep deprivation. He needs to stop staying up all night......
Akira,"Cain, Heathcliff, Shino. I'm counting on you."
Shino,We're headed off.
Heathcliff,"Please take care, Sir Sage!"
Cain,I apologize for leaving your side. Please leave the capital to us.
Akira,Got it! Please take care!
Narrator,"The dead are coming back to life tonight...... I think of Snow and White's words, and a chill runs down my spine. I need to do what I can, and face each task in front of me in order to protect everyone. I take a deep breath and leave the room."
Snow,"Mithra. Now, Mithra."
Mithra,What is it now...... People certainly enjoy speaking to me today.
White,This isn't the time to be lazing around. We're in serious trouble.
Mithra,Whose trouble? Not mine.
Snow,It will eventually be yours. Some people tried to summon the < Great Catastrophe >.
Mithra,The < Great Catastrophe >......? Why? Are they perverts?
Snow,Are they perverts?
White,Maybe it's their kink?
Akira,"W-we don't know what their goals are. But according to Owen, someone named Nova is involved."
Mithra,Oh. I've never heard of him.
Snow,"If we leave him alone, he might do the same thing again."
White,"For now, the capital at Central is about to fall into grave danger. Could you lend us your strength?"
Mithra,"No, that sounds like a pain......"
Snow,"Mithra, dear!"
White,"Mithra, dear! Be a good boy!"
Mithra,"Couldn't you just ask Oz? That man can basically handle anything. Oh, right, he can't use his magic. How useless......"
Oz,The sun is still up. I can easily cast a spell right now.
Akira,Oz......
Oz,"Would you like to see if I can control you as I wish, Mithra?"
Mithra,And in turn I will make you my slave at night. Threatening me like this - you must have a request to make of me.
Oz,I do not make requests. For wizards do not act on requests. I always follow my own will.
Mithra,Exactly. I'll be a savior once a year - that's more than enough. I will spend the rest of the day sleeping.
Oz,............ I see.
Snow,O-Oz......
White,Were you trying to persuade him without a plan in mind......?
Oz,............
Snow,"Oh dear. So you just made Mithra mad, then......"
White,If only Oz had a tiny fraction of Figaro's silver tongue......
Oz,......That's enough.
Akira,Where are you going?
Oz,I'll put an end to everything before night falls.
Mithra,Oz. May I ask you something as well?
Oz,......What is it.
Mithra,"Why did you choose to serve? You used to be an emotionless, absolute ruler. Why should you care about the Central capital? You've been acting strange these past ten years or so. It's strange that you were summoned as a Central wizard in the first place. You're a Northern wizard through and through. You have no connections to Central Country whatsoever."
Oz,............ There is no reason. I simply live as I please.
Mithra,"Oh, is that so."
Narrator,Oz turns to walk away. Mithra closes his eyes in boredom. I pause for a moment before deciding to tell Mithra.
Akira,Oz...... I think Oz found something precious to him.
Mithra,......Something precious?
Akira,"What about you, Mithra? Don't you have something precious that you want to protect...... Could you please lend us your strength to protect that?"
Snow,"Mithra's connections with other wizards are few and far in between, after all......"
White,"He was close with Tiretta, but she has turned to stone."
Akira,Tiretta......?
Snow,The witch who raised Mithra like a mother.
White,Weren't they lovers? Though Tiretta ultimately married a human.
Narrator,Mithra raises his eyebrows at Tiretta's name.
Mithra,"She was neither my mother nor my lover. Just an old, troublesome connection."
Snow,"Is that so? When Tiretta found you as a child, she said, ""He's handsome, so I'll make him my lover."""
White,"But then she said, ""He grew up to be a pathetic man, so I decided against it."""
Mithra,What a rude woman.
Snow,"On the other hand, the Southern brothers grew up to be such good children. Rutile and Mitile are both so amiable."
Mithra,Rutile and Mitile? Do those two know Tiretta?
White,"What are you saying? They're Tiretta's sons. You were invited to Rutile's birthday party, remember?"
Mithra,Tiretta's sons......?
Narrator,"Mithra's eyes open wide in shock. And then he jolts up, putting one hand to his mouth like he's just recalled something."
Mithra,Ah......!
Snow & White,Ah?
Mithra,......This is bad......
Narrator,"Mithra turns pale in an instant. He stands up at once, and lifts his hand. Hurriedly, he draws a large rectangle in the air like he's tracing an invisible door."
Mithra,<< Arthim >>
Narrator,"The next moment, a completely different sight lies before our eyes: it's as if only that particular segment of space has been torn out of the air. On the other side lies the Central capital."
Snow,"So you're finally in the mood to help us, Mithra."
White,"Right, right, teleportation is a piece of cake for you! So you're going to take us along?"
Mithra,"No, this is a personal problem."
Snow & White,"Mithra, dear......!!"
Mithra,Excuse me.
Narrator,"Before we know it, Mithra has vanished. The rest of us, left behind, just stare at the space where Mithra had been in blank amazement."
Akira,We couldn't persuade him......
Snow,"No, I think that's not quite true."
Akira,What do you mean?
White,Judging from how panicked Mithra was...... He might have made some kind of promise with Tiretta.
Akira,Promise......?
Snow,"Wizards use magic with their hearts. If they betray their hearts...... If they break a promise or a contract, they lose their magic."
White,"That is why wizards do not make promises. Because when a wizard makes a promise he cannot keep, the mysterious powers he once controlled refuse to do his bidding."
Snow,Tiretta predicted her own death before she gave birth to Mitile.
White,There are only so many promises a mother would ask a powerful wizard to make if she foresaw her own death.
Akira,A promise Mithra made with Tiretta......
Narrator,"I recall what Rutile said to me before, and come to a realization. What a young wizard who was a friend of his mother's said to him as a child...... ""No matter what happens, I will protect you and your brother."""
Rutile,"Sigh...... I guess Mister Mithra really forgot...... It happened a long time ago, after all. It makes me sad, but there's nothing I can do about it......"
Riquet,<< Sunrotea Edif >>
Central Country child,Woah...... Magic sugar......
Riquet,It will help you recover your strength and lift your spirits - it can also work as a slight protection charm.
Central Country man,How much should we pay you......?
Riquet,No; I can't accept payment. Please make use of it.
Central Country man,Thank you!
Riquet,Fufu...... Everyone is happy.
Mitile,"Riquet, your sugar is so neatly-shaped and pretty!"
Riquet,"Mitile, your sugar was also solidly packed and very delicious!"
Mitile,Ehehe. Let's trade later!
Riquet,Let's!
Figaro,"Sigh...... We still have lots of patients. There are fewer people with serious injuries now, but it looks like a lot of folks are having trouble sleeping."
Rutile,I heard the same thing. Apparently there's an eerie sound coming from below the earth.
Figaro,"The air kind of feels dark, too - there was more rubble last time we came, but it seemed more lively. ......Maybe it's because of the magic circle in the Lunar Eclipse Palace, but I'm also getting a really awful feeling. Bradley, do you notice anything? Huh? Bradley?"
Bradley,"Alright, we made it inside. But what the hell's going on here......? The underlying balance is in complete chaos - there's no sense of order anywhere."
Nero,"The Western wizards didn't make it sound this bad...... Maybe the contamination spread? Hey, I really think this is a bad idea, Bradley."
Bradley,What are you saying? We already made it this far. Just leave it to Bradley the Great. Let's get started. First up is the treasury......
Narrator,(Cawing)
Bradley,......!
Nero,......!
Bradley,"Watch out, Nero!"
Nero,I can sense it approaching. Here it comes. But from which direction......
Narrator,(Cawing)
Bradley,From below! It's gonna swallow our shadows......!
Nero,<< Adnodus Omnis >>!
Bradley,You all right!?
Nero,What the hell was that!? The shadow just passed beneath our feet!
Bradley,"It's slithering up along the walls. We can't crush it if it has no physical form. Come on out, you overgrown chicken! Is cock-a-doodle-doo all you know how to do!? If you face me fair and square, the great Bradley will be your opponent-.... ............!"
Nero,Hey...... What the hell is that...... Something's coming out of the wall......
Bradley,That hugeass beak......?
Nero,Haha...... Isn't that nice. It wants to play with you.
Bradley,"Hey, nobody told me it was gonna be such a huge fucking bird!"
Narrator,(Cawing)
Bradley,Run......!
Nero,..........You're always like this! You taunt the enemy without thinking about what's going to happen next!
Bradley,Just run!
Nero,I'm never tagging along with you again!
Bradley,"Okay, I get it! Let's leap out of that window! You take the right, I'll take the left! Let's go!"
Narrator,(Crash)
Narrator,(Cawing)
Nero,......The Lunar Eclipse Palace is gonna fall apart!
Bradley,"That bird is fucking gigantic! How did it fit into that palace!? Ah, dammit, it's coming this way......!"
Nero,Yes! Right was the better window! I'm always choosing the right from now on!
Bradley,Stop prattling on and help me out here....!
Nero,"If you can turn it into grilled chicken, I'll carve it up nice and proper for you!"
Bradley,"Tch......! I'll shoot you down with my rifle, you giant bird bastard! << Adnopotensum >> !"
Narrator,(Bang)
Nero,You hit it......!
Narrator,(Cawing)
Bradley,......It's running away. Ahaha! Take that!
Nero,......Hey...... It's headed towards the capital......
Bradley,What......?
Nero,"......If that thing starts rioting in the city, it's gonna be a total disaster! I need to do something......!"
Bradley,"What, you're going!? I thought you hated humans!? What a joke, Nero!"
Nero,Shut up! You don't need to come with me!
Bradley,"Hey......! ............ Tch...... Fine, fine..... I can't have some damn bird messing with the rubble that I cleared up! Wait up, Nero!"
Central Country man,This wind feels really creepy...... It's all warm and moist like someone's breath......
Central Country man,The sky is a really eerie color too...... It looks as red as a forest fire......
Central Country man,"......Hey, don't you hear something......?"
Central Country man,Don't scare me like that......
Central Country man,But I can hear it...... It sounds like an army of bees buzzing...... Or an excited cow panting......
Central Country man,"I want to go home before night falls, but it's getting dark already......"
Central Country man,"......Ah, the sun is setting......"
Narrator,(Hoot)
Central Country soldier,Ugh...... What an awful night keep watch over the cemetery......
Central Country soldier,We have no choice...... Sir Nicholas said that we can't let the wizards cause any more commotion.......
Central Country soldier,......Ah.
Central Country soldier,What......
Central Country soldier,......Do you hear something......?
Central Country soldier,"Cut it out, don't scare me......"
Central Country soldier,"......Hey, don't you hear it...... It sounds like something wet being dragged along the ground, or like a frog being squashed...... Pitter patter....... A squelching sound......"
Central Country soldier,H-hey......
Central Country soldier,Do you hear it?
Central Country soldier,B-behind you......
Central Country soldier,Eh......?
???,Grr...... Ggrrrr...... Roaaaarrrr.......!
Central Country soldier,Aaaaahhhhh......!
Figaro,......The wind changed.
Rutile,Huh?
Figaro,"Rutile, Mitile, Riquet. Gather your stuff. We're heading to the castle."
Mitile,What about Mister Bradley?
Figaro,He can probably manage. Things are looking pretty bad...... The chaos is spreading......
Riquet,Is something going to happen? Should we warn the people?
Figaro,"Tell them to close their doors and windows tight, and absolutely avoid going outside tonight."
Riquet,Got i-....
Central Country woman,Kyaah......!
Central Country man,"Aaaaagh, run......!"
Mitile,......! Everyone's running this way......! What happened over there!?
Rutile,Are those...... The living dead......!?
Central Country man,Help! Someone help me......!
Living dead,Grrr......!
Central Country woman,Eeeeeeek.....!
Figaro,<< Possideo >>
Living dead,Grrroar.......
Central Country woman,......Thank you!
Figaro,"Take caution and run. That goes for you three, too - flee with her!"
Rutile,"What about you, Dr. Figaro!?"
Figaro,Don't worry about me. Go on ahead first.
Mitile,"B-but......! Please don't show off just because you're an adult! Dr. Figaro, you're not strong like the wizards from other countries, right!? I can't just leave you behind and run away......"
Figaro,"Don't worry about me, Mitile. I'll catch up in no time."
Mitile,"But, but......"
Figaro,"Rutile, take care of Mitile and Riquet."
Rutile,"......Got it. Dr. Figaro, please be safe!"
Riquet,"Let's go, Mitile!"
Mitile,Dr. Figaro......!
Figaro,Be safe.
Narrator,(Footsteps)
Figaro,............
Figaro,"Ah, this feels so good...... I was such a good person back there."
Living dead,Grrr...... Gg...... Grrr......
Figaro,"Now then, I'll take you on. I know, I know. You guys didn't want to be forced awake either - it's annoying, a real pain. But thanks to you, I looked pretty good. That's why, as my way of showing gratitude...... I'll gently turn you to dust. << Possideo >>"
Living dead,Grrooarr......!
Narrator,(Flash of light)
Living dead,Grrrrrh.......!
Narrator,(Flash of light)
Living dead,Kaaaah......!
Heathcliff,The living dead......!
Cain,Dammit! We didn't make it in time!
Living dead,Grr...... Grrr......
Heathcliff,"Shino, watch out!"
Shino,<< Matztzāh Sudipas >>!
Heathcliff,"They're coming from under the bridge, too...... .......hh. << Repsevaivulp Sonus >>!"
Cain,"Yeah, thanks to their rotting smell. Let me know if a citizen walks by."
Heathcliff,Got it!
Cain,I'll protect this castle - I swear on my honor as the leader of the Order of Knights! Even if they took away my title.
Living dead,Roar......
Cain,There you are! << Gladius Procella >>!
Living dead,Roar...... Guh......
Shino,You're pretty good.
Cain,Naturally.
Heathcliff,......! Someone's coming from the sky......!
Cain,A wizard!?
Shino,No. That's......
Nicholas,............
Shino,Nicholas......!
Cain,......!? Nicholas!?
Heathcliff,But something's wrong...... His limbs are twisted into black wings......
Shino,Tch...... It's taken over his body. That guy's done for.
Cain,Nicholas......
Nicholas,Grr...... Roar...... Roaaaar......!
Heathcliff,......!
Shino,Heath!
Narrator,(Splash)
Cain,Where's Heath!? Is he all right!?
Shino,"He fell under the bridge! Heath! Heathcliff, answer me......!"
Nicholas,Roaaaar......!
Living dead,Roaaaar...... Grrrrr......
Cain,......This looks like trouble.
Nicholas,Roaaaar......!
Narrator,(Footsteps)
Mitile,Pant... Pant... Will Dr. Figaro be all right!?
Rutile,"He's a brilliant man, so I'm sure he'll be okay! Riquet, can you still run?"
Riquet,......Yes! But may I ask a question......!?
Rutile,"Yes, go on!"
Riquet,Why are we running instead of flying......!?
Mitile,............ Good point......
Rutile,I got swept up because everyone else was running.....
Skinny Central Country child,......Uu......
Rutile,Ah...... It's the child who's keeping Mister Mithra's package.....
Skinny Central Country child,......Uuu......
Rutile,"He might be injured...... I'll quickly check on him! If anything happens, you two should take to the skies!"
Mitile,Nii-sama!
Skinny Central Country child,Uu...... Uuu......
Rutile,Are you okay? You look so pale...... And your hands are so cold...... Are you carrying Mister Mithra's package by your stomach......? Was it always this big......?
Skinny Central Country child,Don't touch me...... Uu...... ......Mine...... It's mine......
Rutile,"Yours......? ...... Sorry, I'm going to roll up your shirt."
Skinny Central Country child,Don't touch me...... Don't touch me......!
Rutile,........ ............! This is......
Mitile,Nii-sama! Was he okay? .........!
Riquet,His stomach is swollen...... Like a snake that swallowed an egg......
Skinny Central Country child,Uu...... So long as I keep this in my stomach...... It'll become mine...... Mister Mithra gave me...... My jewel......
Rutile,Mister Mithra...... Mister Mithra put a jewel in your stomach?
Mithra,That's right.
Rutile,......Mister Mithra......
Mithra,"You ran away, so I was forced to search for you."
Skinny Central Country child,Uu...... It's mine......
Mithra,You've been possessed by desire. I suppose the stone was too valuable for a child like you.
Rutile,This child...... What's going to happen to him......?
Mithra,He'll die. Because I'm slicing open his stomach to take out the stone.
Rutile,How could you......
Mitile,Mister Mithra! That's awful! I can't believe you'd do that to such a small child......
Mithra,............
Riquet,"Mitile, watch out!"
Mitile,Huh?
Rutile,"<< Ortonik Setomaouge >>! ......Mister Mithra, I can't believe you attacked Mitile......!"
Mithra,I'm going to need all of you to die.
Rutile,Eh......?
Mithra,Hand over that child.
Rutile,I can't! Ah......
Narrator,(Clash)
Mitile,Nii-sama......!
Riquet,Rutile......!
Rutile,"I'm all right! Run away, you two! I'm going to take this child and escape from here!"
Skinny Central Country child,Uu......
Mithra,You won't get away from me.
Rutile,"Why don't you try keeping up with me in the sky, then! Let's go. Don't worry; there's nothing to be afraid of."
Skinny Central Country child,......Uu...... My stomach hurts......
Rutile,<< Ortonik Setomaouge >>!
Mitile,Nii-sama......!
Rutile,Both of you run! Head towards the castle!
Mithra,Hand over that child.
Rutile,"I refuse! I'm taking him to Dr. Figaro! Mister Mithra, you're awful...... I knew you were a Northern wizard, but...... I never expected you to do something so horrible! I'll forget every last memory I have of you, and......"
Mithra,How would you like to die?
Rutile,You aren't even listening to me!
Mithra,Would you like to be burned to death? Or would you rather be roasted to a crisp by lightning? Let's try both.
Rutile,......! Aaagh......
Mithra,"Looks like you avoided a direct strike, but you can no longer keep flying."
Skinny Central Country child,Uu...... Aah...... We're falling......We're falling......
Rutile,......Don't worry....! I'll take you somewhere safe! Ugh...... He scorched my right arm...... But I need to keep flying......
Mithra,He's tough.
Narrator,(Flash)
Rutile,Ugh......!
Skinny Central Country child,Uu......
Mithra,A powerless yet troublesome eyesore...... You're just like a pest.
Rutile,"......That monkey's arm you gave me was plenty pathetic as well......! I was so scared of it as a child! I thought it was creepy, but you told me to take good care of it, so I even kept it by my pillow....!"
Mithra,It's time for you to die.
Rutile,"When Mother died, when Father died - when it was just Mitile and me - you were my heart's anchor, Uncle Mithra! But you've forgotten it all, and now you're messing everything up - Mister Mithra, you crappy idiot!!"
Mithra,I do remember.
Rutile,......!? Two Mister Mithras......!?
Mithra,I will protect you. << Arthim >>
Rutile,......!
Akira,......! That flash of red in the sky just now......
Oz,It's Mithra.
Akira,Huh?
Snow,Glad to know that he's nearby.
White,But he might end up wrecking half the capital.
Akira,Huh!?
Oz,Mithra doesn't know how to hold back......
Snow,"Well, it's better than letting this place become a capital of the dead."
White,"Now, let's hurry to Arthur's side."
Rutile,Th-the city is in ruins......
Mithra,"Sigh...... My goodness, that was close. It looks like my doppelganger has also disappeared."
Rutile,"I-I can't believe you! You're lucky everyone already fled to safety - if someone had still been outside, they would've been terribly injured!"
Mithra,"Okay...... I only need to protect you, so."
Rutile,Wh......
Mithra,Where's the little brother? I need to find him and collect him.
Rutile,Collect?
Mithra,"That's right. I'm going to seal you two away and bury you deep underground in permafrost. I promised to protect you two, but I can't keep an eye on you all the time. If something happens to you, I'll lose my magic; I can't have that. Goodness...... I'm in so much trouble because I made that promise with Tiretta."
Narrator,(Slap)
Mithra,........... Hah......? Did you just punch me? A mere Southern wizard punched me.....?
Rutile,......I did punch you. I apologize.
Mithra,What?
Rutile,"That's not what a promise is. Your heart is moved, your heart is resolved, and your heart binds the promise. Even in this world that is full of uncertainty, there are some things - some people - you can trust from the bottom of your heart. That is what a promise embodies. Did you promise Mother that you would seal me and Mitile away? Did you promise her that nobody else mattered, apart from the two of us?"
Mithra,I didn't make a promise because I wanted to.
Rutile,Then you don't need to protect us anymore. Just leave us alone.
Mithra,I can't just do that - that's the problem!?
Rutile,"If it's such a problem, then you never should've promised her anything in the first place! Why did you make a promise with Mother!?"
Mithra,............ ......Tiretta said that she was probably going to die soon.
Rutile,............
Mithra,"I've lived a long life, so I'm used to parting ways with people. But I had known her for a long time, so...... Maybe I wanted to do something that would make Tiretta happy before we said goodbye."
Rutile,Mister Mithra.....
Mithra,"Tiretta was like a master to me. She taught me magic; she taught me how to live. She had no common sense, and she was an absolutely wild woman, but......"
Rutile,Don't speak so rudely of my mother.
Mithra,"......... When I told her, ""I will protect your children,"" Tiretta looked so happy......"
Rutile,"......I'm sorry for yelling at you. Mister Mithra, you really cared for Mother in your own way. Just hearing your feelings...... That alone was enough to make me really happy."
Mithra,Rutile......
Skinny Central Country child,Uu......
Rutile,"This is bad...... Mister Mithra, can you remove whatever is in this boy's stomach?"
Mithra,Can I slice his stomach open?
Rutile,I want to save him. Can you save him even if you have to slice his stomach open?
Mithra,I've never really tried that. Will you complain if I mess up?
Rutile,Um...... How about this? Can you find Dr. Figaro for me?
Mithra,Certainly. That would be easy. <<Arth......>> ............!
Rutile,Mister Mithra......!
Mithra?,"I see the rumors about you were true, Mithra of the North. But......"
???,You're no match for me.
Mithra,......Who are you?
Nova,Nova. Mithra of the North. I'll leave you my name as a farewell gift.
Central Country soldier,Prince Arthur! The people are surging towards the castle! They speak of strange incidents......
Arthur,"Open the castle gates, and let the people take refuge inside the castle."
Vincent,Are you inviting people into the castle!? What happens if something nefarious sneaks in with them......
Arthur,"Uncle, please speak no further. Set up accommodations at once."
Vincent,What!?
Arthur,"The cemetery, the Lunar Eclipse Palace - we warned you over and over again, Uncle! And yet you refused to listen each time! I hear you ordered the guards to hide what happened to Nicholas as well. Your actions brought this tragedy upon us. I will have you take responsibility."
Vincent,Someone like you has no right to.......!
Arthur,"Did you just say ""someone like me""?"
Vincent,............
Arthur,I am the successor to the crown of Central Country - the First Prince Arthur! Know your place!
Vincent,......Yes......
Arthur,"Oh no, I got too worked up...... They're going to start rumors about how terrifying wizards are again...... Hm? Someone's outside the window......"
Snow in the portrait,Arthur!
White in the portrait,Arthur!
Arthur,"Sir Snow, Sir White! Sir Sage, and Sir Oz too......! I'm glad you're all safe!"
Oz,"The twins are trapped inside the frame, but yes, we are fine. Is everything all right on your end?"
Arthur,"No, things are looking quite terrible. The city is overrun with the living dead......"
Snow in the portrait,Arthur. Oz just wanted to know whether you were hurt.
Arthur,"Ah...... No, I'm not hurt anywhere. I'm doing fine!"
Oz,"I see. The sun has set. I cannot be of much help, but the twins will lend you their strength instead."
Snow in the portrait,"Arthur. In the worst case scenario, the city will become a capital of death, overrun by the living dead."
White in the portrait,We shall set up a barrier around this castle. Let us lend you our strength.
Arthur,Thank you! There is just one more thing I'd like to ask of you......
Snow in the portrait,What is it?
Arthur,Drummond and the Magical Technology Corps are working together to hold off the invasion of the dead. I would like to send them reinforcements......
White in the portrait,Do not worry. We have already sent powerful support their way.
Living dead,Roar....... Gr...... Grrrr......
Drummond,......W-we're surrounded......
Cock Robin,Sir Drummond...! They've broken through the barricade!
Drummond,I-I see. Have the citizens all fled?
Cock Robin,Yes......
Drummond,"I'm sorry, Cock Robin. You're a newly-wed man, and yet I made you come along......"
Cock Robin,"What are you saying, Sir Drummond!? We're getting out of this alive!"
Living dead,Roar......!
Cock Robin,Aaah! Here they come!
Drummond,"Run, Cock Robin! I'll hold them back......!"
Cock Robin,B-but......!
Drummond,Just go!
Living dead,Roar......!
Drummond,Eeek.....
Cock Robin,Sir Drummond......!
Murr,<< Eanul Rambul >>!
Cock Robin,H-huh!? Sir Drummond disappeared!?
Drummond,Squeak! Squeak squeak!
Murr,"That was surprising! You looked like you were about to get eaten, so I made you a mouse!"
Cock Robin,Sir Drummond! Thank goodness you're safe......!
Drummond,Squeak! Squeak squeak!
Living dead,Guh...... Gr...... Grrr.......
Shylock,"The flocking, maniacal dead...... This isn't a very beautiful sight."
Rustica,I suppose this means I won't have to look for my bride right now.
Chloe,"Mister Drummond, Mister Cock Robin! You guys have been through so much! Leave the rest to us!"
Cock Robin,The Western wizards!
Drummond,Squee squeak!
Shylock,Grab ahold of your pen. We'll show you a series of miracles so bountiful that you won't be able to keep up.
Rustica,"Oh, it's going to be on the record? Then I guess I need to show off a little."
Chloe,Eh~! I would've worn my new clothes if I had known!
Cock Robin,Y-you are all so relaxed.
Murr,"Of course! We're wizards, after all!"
Living dead,Roar........ Guh...... Grrr.......
Mitile,"Pant, pant...... << Ortonik Sealsispilce >>!"
Riquet,"Mitile, are you okay?"
Mitile,I-I think I'm going to trip over my tongue......
Riquet,"Mitile, your spell seems so difficult to chant......"
Mitile,"I said the same thing to Dr. Figaro, but he said we should stick with this......"
Living dead,Roar...... Guh...... Grrr.......
Riquet,Here they come again!
Mitile,"......Riquet, please try attacking them!"
Riquet,"B-but, I've never used magic to attack anything! Father Priest forbade me......"
Mitile,Now's not the time for that!
Riquet,You're right......
Mitile,Imagine something powerful! Give it a go!
Riquet,Something powerful...... A tornado......? A big tornado......
Living dead,Roar......!
Mitile,Aaah.......!
Riquet,............ << Sunrotea Edif >>!
Narrator,(Woosh)
Living dead,......Guaaah.......!
Riquet,......!
Mitile,"......! Th-that was some amazing force, Riquet!"
Riquet,......That felt good......
Mitile,Huh?
Riquet,I-it's nothing! Ah......!
Mitile,Wh-what should we do! There's so many of them in front......!
Riquet,They're going to attack us from both sides!
Living dead,Roar....... Guh...... Gyaah.......
Riquet,<< Sunrotea Edif >>!
Mitile,<< Ortonik Sealsi...... >>! ......I bit my tongue!
Living dead,Roar...... Guh....... Gyaah......
Riquet,Mitile!
Mitile,............! No! I don't want to die......! If only...... If only I had great power......
Bradley,<< Adnopotensum >>!
Mitile,...........!
Narrator,(Bam) (Bam)
Living dead,.......Guh........!
Nero,<<Adnodus Omnis >>!
Living dead,Gah...... Guh.......!
Riquet,Nero!
Mitile,Mister Bradley!
Nero,Are you all right!?
Bradley,"That was a close call, you Central and Southern tinies."
Mitile,"Where were you all this time, Mister Bradley!? I thought you came to do volunteer work!?"
Bradley,"Hey, I saved you; that counts as volunteer work. Want me to charge you?"
Mitile,"I thought you were cool for a second there, but nevermind! You're the worst!"
Riquet,"Nero, why were you here?"
Nero,I was doing some soul-searching?
Riquet,Soul-searching......?
Mitile,"Mister Bradley, Mister Nero! Please save my brother!"
Nero,Was he attacked by the dead?
Mitile,He was attacked by Mister Mithra......
Nero,"Mithra, huh......"
